﻿﻿﻿﻿chapter,arabic,korean,example_sentence,sentence_korean
15과,مُفِيدٍ,유익하지,السَّفَرُ غَيْرُ مُفِيدٍ.,여행은 (유익하지) 않다.
15과,يُسَبِّبُ,초래한다,يُسَبِّبُ الضَّوْضَاءُ الْإِزْعَاجَ لِلْغَيْرِ.,소음은 (타인/다른사람)에게 짜증을 (초래한다).
15과,لِلْغَيْرِ,타인,يُسَبِّبُ الضَّوْضَاءُ الْإِزْعَاجَ لِلْغَيْرِ.,소음은 (타인)에게 짜증을 유발한다.
15과,أَعْطَيْتُ,주었다,أَعْطَيْتُ زَيْدًا كِتَابًا.,나는 자이드에게 책을 (주었다).
15과,كِتَابًا,책,أَعْطَيْتُ زَيْدًا كِتَابًا.,나는 자이드에게 (책)을 주었다.
15과,أَعْطَيْتُ,주었다,أَعْطَيْتُ لِزَيْدٍ كِتَابًا.,나는 자이드에게 책을 (주었다). (전치사 li 사용)
15과,مَنَحَنِي,주었다,مَنَحَنِي جَائِزَةً.,그는 나에게 상을 (주었다/수여했다).
15과,جَائِزَةً,상,مَنَحَنِي جَائِزَةً.,그는 나에게 (상)을 주었다.
15과,مَنَحُونِي,주었다,مَنَحُونِي إِيَّاهَا.,그들은 나에게 그것을 (주었다).
15과,إِيَّاهَا,그것을,مَنَحُونِي إِيَّاهَا.,그들은 나에게 (그것을) 주었다.
15과,وَهَبُونِي,주셨다,وَهَبُونِي وِسَامًا.,그들은 나에게 훈장을 (주셨다/수여했다).
15과,وِسَامًا,훈장,وَهَبُونِي وِسَامًا.,그들은 나에게 (훈장)을 주셨다.
15과,عَلَّمْتُ,가르쳤다,عَلَّمْتُ الْجِدَّ سَبِيلَ النَّجَاحِ.,나는 근면함이 성공의 길임을 (가르쳤다/알게 했다).
15과,الْجِدَّ,근면함,عَلَّمْتُ الْجِدَّ سَبِيلَ النَّجَاحِ.,나는 (근면함)이 성공의 길임을 가르쳤다.
15과,رَأَيْتُ,보았다,رَأَيْتُ الْإِهْمَالَ طَرِيقًا إِلَى الْفَشَلِ.,나는 태만함이 실패로 가는 길이라고 (보았다/생각했다).
15과,الْإِهْمَالَ,태만함,رَأَيْتُ الْإِهْمَالَ طَرِيقًا إِلَى الْفَشَلِ.,나는 (태만함)이 실패로 가는 길이라고 보았다.
15과,أَظُنُّ,생각했다,أَظُنُّ زَيْدًا كَرِيمًا = أَظُنُّ أَنَّ زَيْدًا كَرِيمٌ.,나는 자이드가 관대하다고 (생각한다).
15과,كَرِيمًا,관대하다고,أَظُنُّ زَيْدًا كَرِيمًا.,나는 자이드가 (관대하다고) 생각한다.
15과,عَدَدْتُ,여겼다,عَدَدْتُ زَيْدًا صَدِيقًا = اِعْتَبَرْتُ زَيْدًا صَدِيقًا.,나는 자이드를 친구로 (여겼다/간주했다).
15과,صَدِيقًا,친구,عَدَدْتُ زَيْدًا صَدِيقًا.,나는 자이드를 (친구)로 여겼다.
15과,اخْتَارَ,선출했다,اخْتَارَ رَئِيسُ الْجَامِعَةِ الْأُسْتَاذَ وَجَعَلَهُ رَئِيسَ الْقِسْمِ.,대학 총장은 그 교수를 선택하여 학과장으로 (선출했다/임명했다).
15과,جَعَلَهُ,만들었다,وَجَعَلَهُ رَئِيسَ الْقِسْمِ.,그리고 그를 학과장으로 (만들었다/임명했다).
15과,سَأَتَّخِذُهَا,삼을,سَأَتَّخِذُهَا عَرُوسَةً لِي.,나는 그녀를 내 신부로 (삼을) 것이다.
15과,عَرُوسَةً,신부,سَأَتَّخِذُهَا عَرُوسَةً لِي.,나는 그녀를 내 (신부)로 삼을 것이다.
15과,تَرَكْتُ,두었다,تَرَكْتُ الشُّبَّاك مَفْتُوحًا.,나는 창문을 열린 채로 (두었다/남겨두었다).
15과,مَفْتُوحًا,열린,تَرَكْتُ الشُّبَّاك مَفْتُوحًا.,나는 창문을 (열린) 채로 두었다.
15과,لَا يَزَالُ,여전히,لَا يَزَالُ فَرِيدٌ عَالِمًا مَشْهُورًا.,파리드는 (여전히) 유명한 학자이다.
15과,مَشْهُورًا,유명한,لَا يَزَالُ فَرِيدٌ عَالِمًا مَشْهُورًا.,파리드는 여전히 (유명한) 학자이다.
15과,أَلْجَمْعُ,병행,أَلْجَمْعُ بَيْنَ الْمَنْزِلِ وَالْعَمَلِ أَمْرٌ صَعْبٌ.,가정과 일을 (병행/결합)하는 것은 어려운 일이다.
15과,صَعْبٌ,어려운,أَلْجَمْعُ بَيْنَ الْمَنْزِلِ وَالْعَمَلِ أَمْرٌ صَعْبٌ.,가정과 일을 병행하는 것은 (어려운) 일이다.
15과,أَنَا,나는,أَنَا بِحَاجَةٍ إِلَى مُسَاعَدَتِكَ.,(나는) 너의 도움이 필요하다.
15과,بِحَاجَةٍ,필요,أَنَا بِحَاجَةٍ إِلَى مُسَاعَدَتِكَ.,나는 너의 도움이 (필요)하다.
15과,شَارَكَتِ,참여했다,شَارَكَتِ الْحُكُومَةُ فِي بِنَاءِ الْمَصَانِعِ.,정부는 공장 건설에 (참여했다).
15과,أَصْبَحَتِ,하게되었다,أَصْبَحَتِ الْحُكُومَةُ تُشَارِكُ فِي بِنَاءِ الْمَصَانِعِ.,정부는 공장 건설에 참여(하게 되었다). (상태 변화)
15과,اعْتَمَدَتْ,의존했다,اعْتَمَدَتْ قَطَرُ عَلَى مَوَارِدِ الْغَازِ مِنْ أَجْلِ تَقَدُّمِ الْبِلَادِ.,카타르는 국가 발전을 위해 가스 자원에 (의존했다).
15과,أَصْبَحَتْ,하게되었다,أَصْبَحَتْ قَطَرُ تَعْتَمِدُ عَلَى مَوَارِدِ الْغَازِ.,카타르는 가스 자원에 의존(하게 되었다).
15과,اعْتَقَدَ,믿었다,اعْتَقَدَ الْعُلَمَاءُ أَنَّ تَارِيخَ الْإِنْسَانِ يَتَقَدَّمُ.,학자들은 인류의 역사가 진보한다고 (믿었다).
15과,تَعَاوَنَتِ,협력했다,تَعَاوَنَتِ الْحُكُومَةُ الْكُورِيَّةُ مَعَ الْحُكُومَةِ الْأَمْرِيكِيَّةِ.,한국 정부는 미국 정부와 (협력했다).
15과,أَثَّرَتِ,영향을미쳤다,أَثَّرَتِ الْقِرَاءَةُ عَلَى تَكْوِينِ أَفْكَارِهِ تَأْثِيرًا عَظِيمًا.,독서는 그의 사고 형성에 큰 (영향을 미쳤다).
15과,بَدَأَتْ,시작했다,بَدَأَتْ دِرَاسَةُ الْعَرَبِيَّةِ فِي تُونِسَ.,튀니지에서 아랍어 공부가 (시작했다/시작되었다).
16과,قَائِدٌ,리더,مُحَمَّدُ عَبْدُهُ قَائِدٌ مِنْ قَادَةِ النَّهْضَةِ الْإِسْلَامِيَّةِ.,무함마드 압두는 이슬람 부흥 운동의 리더들 중 한 (리더/지도자)이다.
16과,النَّهْضَةِ,부흥,مُحَمَّدُ عَبْدُهُ قَائِدٌ مِنْ قَادَةِ النَّهْضَةِ الْإِسْلَامِيَّةِ.,무함마드 압두는 이슬람 (부흥/르네상스) 운동의 지도자 중 한 명이다.
16과,مُفَكِّرٌ,사상가,كَانَ مِنْ أَشْهَرِ الْمُفَكِّرِينَ فِي الْعَالَمِ الْإِسْلَامِيِّ.,그는 이슬람 세계에서 가장 유명한 (사상가)들 중 한 명이었다.
16과,تَأَثَّرَ,영향을받았다,تَأَثَّرَ مُحَمَّدُ عَبْدُهُ بِالْأَفْغَانِيِّ تَأَثُّرًا كَبِيرًا.,무함마드 압두는 알-아프가니에게 크게 (영향을 받았다).
16과,تَأَثُّرًا,영향,تَأَثَّرَ مُحَمَّدُ عَبْدُهُ بِالْأَفْغَانِيِّ تَأَثُّرًا كَبِيرًا.,무함마드 압두는 알-아프가니에게 큰 (영향)을 받았다.
16과,اخْتَلَفَ,달랐다,اخْتَلَفَ مُحَمَّدُ عَبْدُهُ فِي الرَّأْيِ عَنِ الْحُكُومَةِ.,무함마드 압두는 정부와 의견이 (달랐다/충돌했다).
16과,الرَّأْيِ,의견,اخْتَلَفَ مُحَمَّدُ عَبْدُهُ فِي الرَّأْيِ عَنِ الْحُكُومَةِ.,무함마드 압두는 정부와 (의견)이 달랐다.
16과,تَعَاوَنَ,협력했다,تَعَاوَنَ مَعَ صَدِيقِهِ فِي إِصْدَارِ جَرِيدَةٍ.,그는 신문 발행에 있어 그의 친구와 (협력했다).
16과,إِصْدَارِ,발행,تَعَاوَنَ مَعَ صَدِيقِهِ فِي إِصْدَارِ جَرِيدَةٍ.,그는 신문 (발행)에 있어 그의 친구와 협력했다.
16과,سَعَى,노력했다,سَعَى جَاهِدًا إِلَى التَّوْفِيقِ بَيْنَهُمَا.,그는 그 둘 사이를 조화시키기 위해 열심히 (노력했다).
16과,جَاهِدًا,열심히,سَعَى جَاهِدًا إِلَى التَّوْفِيقِ بَيْنَهُمَا.,그는 그 둘 사이를 조화시키기 위해 (열심히/분투하며) 노력했다.
16과,التَّوْفِيقِ,조화,سَعَى جَاهِدًا إِلَى التَّوْفِيقِ بَيْنَهُمَا.,그는 그 둘 사이의 (조화/화해)를 위해 열심히 노력했다.
16과,الَّذِي,한,الطَّالِبُ الَّذِي يَدْرُسُ فِي قِسْمِنَا مِصْرِيٌّ.,우리 과에서 공부(한/하는) 그 남학생은 이집트인이다.
16과,الَّتِي,한,الطَّالِبَةُ الَّتِي تَدْرُسُ أَخُوهَا فِي جَامِعَةِ هَانْكُوك.,그녀의 오빠가 한국외대에서 공부(한/하는) 그 여학생.
16과,اللَّذَيْنِ,한,هَلْ تَعْرِفُ الطَّالِبَيْنِ اللَّذَيْنِ وَصَلَا أَمْسِ؟,너는 어제 도착(한) 그 두 남학생을 아니?
16과,اللَّوَاتِي,한,الطَّالِبَاتُ الْأَجْنَبِيَّاتُ اللَّوَاتِي يَدْرُسْنَ فِي جَامِعَتِنَا مِصْرِيَّاتٌ.,우리 대학에서 공부(한/하는) 그 외국인 여학생들은 이집트인들이다.
16과,الَّذِي,만났던,الطَّالِبُ الَّذِي قَابَلْتُهُ فِي مَعْهَدِ بُورْقِيبَة أَلْمَانِيٌّ.,내가 부르기바 어학원에서 (만났던) 그 학생은 독일인이다.
16과,قَابَلْتُهُ,만났던,الطَّالِبُ الَّذِي قَابَلْتُهُ فِي مَعْهَدِ بُورْقِيبَة.,내가 부르기바 어학원에서 그를 (만났던) 그 학생.
16과,الَّذِي,샀던,قَرَأْتُ الْكِتَابَ الَّذِي اشْتَرَيْتُهُ فِي مَعْرِضِ الْكُتُبِ.,나는 도서 박람회에서 (샀던) 그 책을 읽었다.
16과,اشْتَرَيْتُهُ,샀던,قَرَأْتُ الْكِتَابَ الَّذِي اشْتَرَيْتُهُ.,나는 내가 그것을 (샀던) 그 책을 읽었다.
16과,الَّذِي,먹었던,الْمَطْعَمُ الَّذِي تَنَاوَلْتُ فِيهِ الْعَشَاءَ فِي حَيِّ إِيتَاوُن.,내가 저녁을 (먹었던) 그 식당은 이태원동에 있다.
16과,تَنَاوَلْتُ,먹었던,الْمَطْعَمُ الَّذِي تَنَاوَلْتُ فِيهِ الْعَشَاءَ.,내가 그 안에서 저녁을 (먹었던) 그 식당.
16과,الَّتِي,찾던,هٰذِهِ هِيَ الْكُتُبُ الَّتِي بَحَثْتُ عَنْهَا فِي الْمَكْتَبَةِ.,이것들이 내가 도서관에서 (찾던) 그 책들이다.
16과,بَحَثْتُ,찾던,هٰذِهِ هِيَ الْكُتُبُ الَّتِي بَحَثْتُ عَنْهَا.,이것들이 내가 그것들에 대해 (찾던) 그 책들이다.
16과,الَّذِي,인,أَعْرِفُ الطَّالِبَ الَّذِي أَبُوهُ طَبِيبٌ.,나는 아버지가 의사(인) 그 학생을 안다.
16과,قَابَلْتُ,만났다,قَابَلْتُ طَالِبًا عَرَبِيًّا يَتَكَلَّمُ الْكُورِيَّةَ.,나는 한국어를 말하는 아랍 학생을 (만났다). (비한정 수식)
16과,يَتَكَلَّمُ,말하는,قَابَلْتُ طَالِبًا عَرَبِيًّا يَتَكَلَّمُ الْكُورِيَّةَ.,나는 한국어를 (말하는) 아랍 학생을 만났다.
16과,حَضَرَتْ,왔다,حَضَرَتْ مُوَظَّفَةٌ تَعْمَلُ فِي الشَّرِكَةِ.,회사에서 일하는 여직원이 (왔다).
16과,تَعْمَلُ,일하는,حَضَرَتْ مُوَظَّفَةٌ تَعْمَلُ فِي الشَّرِكَةِ.,회사에서 (일하는) 여직원이 왔다.
16과,اشْتَرَوْا,샀다,اشْتَرَوْا سَيَّارَاتٍ صَنَعَتْهَا كُورِيَا.,그들은 한국이 생산한 자동차들을 (샀다).
16과,صَنَعَتْهَا,생산한,اشْتَرَوْا سَيَّارَاتٍ صَنَعَتْهَا كُورِيَا.,그들은 한국이 그것들을 (생산한) 자동차들을 샀다.
16과,الَّذِي,사람,الَّذِي دَرَسَ بِجِدٍّ سَيَنْجَحُ فِي الِاخْتِبَارِ.,열심히 공부한 (사람)은 시험에 합격할 것이다.
16과,مَنْ,사람,كُلُّ مَنْ تُفَكِّرُ فِيهِ يُمْكِنُ أَنْ يُصْبِحَ حَقِيقَةً.,네가 생각하는 모든 (사람/것)은 현실이 될 수 있다. (Note: 문맥상 '것'이 자연스러우나 man은 주로 사람)
16과,مَا,것,كُلُّ مَا تُفَكِّرُ فِيهِ يُمْكِنُ أَنْ يُصْبِحَ حَقِيقَةً.,네가 생각하는 모든 (것)은 현실이 될 수 있다.
16과,مَا,대로,افْعَلْ مَا تُؤْمَرُ.,네가 명령받은 (대로/것을) 행하라.
16과,حَدَثَ,일어난,أَعْرِفُ مَا حَدَثَ لَهُمْ أَمْسِ.,나는 어제 그들에게 (일어난) 일을 안다.
16과,إِحْمَرَّتِ,빨개졌다,إِحْمَرَّتِ السَّمَاءُ فَجْأَةً.,하늘이 갑자기 (빨개졌다). (9형)
16과,فَجْأَةً,갑자기,إِحْمَرَّتِ السَّمَاءُ فَجْأَةً.,하늘이 (갑자기) 빨개졌다.
16과,إِصْفَرَّ,노래졌다,إِصْفَرَّ وَجْهُ مَرْيَمَ بَعْدَ أَنْ سَمِعَتْ وَفَاةَ وَالِدِهَا.,마르얌의 얼굴은 아버지의 사망 소식을 들은 후 (노래졌다/창백해졌다).
16과,إِبْيَضَّتِ,하얘졌다,إِبْيَضَّتِ الْقَرْيَةُ بَعْدَ سُقُوطِ الثَّلْجِ.,눈이 내린 후 마을이 (하얘졌다).
16과,إِسْوَدَّتْ,검어졌다,إِسْوَدَّتْ مِيَاهُ النَّهْرِ بِسَبَبِ التَّلَوُّثِ.,오염 때문에 강물이 (검어졌다).
16과,إِعْرَجَّ,절뚝거렸다,إِعْرَجَّ بَعْدَ إِصَابَتِهِ فِي حَادِثِ الْمُرُورِ.,그는 교통사고 부상 후 (절뚝거렸다/다리를 절게 되었다).
16과,إِصَابَتِهِ,부상,بَعْدَ إِصَابَتِهِ فِي حَادِثِ الْمُرُورِ.,교통사고 (부상) 후.
16과,مَتَى,언제,مَتَى تَسْتَيْقِظُ يَوْمَ الْعُطْلَةِ؟,너는 휴일에 (언제) 일어나니? (10형)
16과,تَسْتَيْقِظُ,일어나니,مَتَى تَسْتَيْقِظُ يَوْمَ الْعُطْلَةِ؟,너는 휴일에 언제 (일어나니)?
16과,أَسْتَيْقِظُ,일어난다,أَسْتَيْقِظُ السَّاعَةَ التَّاسِعَةَ صَبَاحًا.,나는 아침 9시에 (일어난다).
16과,اسْتَقْبَلَتْ,맞이했다,اسْتَقْبَلَتْ أُسْرَةُ الْعَرِيسِ الضُّيُوفَ الَّذِينَ حَضَرُوا حَفْلَ الزَّفَافِ.,신랑의 가족은 결혼식에 참석한 손님들을 (맞이했다/영접했다).
16과,الضُّيُوفَ,손님,اسْتَقْبَلَتْ أُسْرَةُ الْعَرِيسِ الضُّيُوفَ.,신랑의 가족은 (손님)들을 맞이했다.
16과,اسْتَفْسَرَ,문의했다,اسْتَفْسَرَ الطَّبِيبُ عَنْ حَالَةِ الْمَرِيضِ.,의사는 환자의 상태에 대해 (문의했다/물어보았다).
16과,حَالَةِ,상태,اسْتَفْسَرَ الطَّبِيبُ عَنْ حَالَةِ الْمَرِيضِ.,의사는 환자의 (상태)에 대해 문의했다.
16과,اسْتَعَادَ,되찾았다,اسْتَعَادَ صِحَّتَهُ.,그는 건강을 (되찾았다/회복했다).
16과,صِحَّتَهُ,건강,اسْتَعَادَ صِحَّتَهُ.,그는 그의 (건강)을 되찾았다.
16과,اسْتَقَرَّتِ,안정되었다,اسْتَقَرَّتِ السُّوقُ الْمَالِيَّةُ بَعْدَ انْتِهَاءِ الْحَرْبِ.,전쟁이 끝난 후 금융 시장이 (안정되었다).
16과,السُّوقُ,시장,اسْتَقَرَّتِ السُّوقُ الْمَالِيَّةُ.,금융 (시장)이 안정되었다.
16과,يَسْتَعِدُّ,준비한다,يَسْتَعِدُّ الطُّلَّابُ لِامْتِحَانِ قَوَاعِدِ اللُّغَةِ الْعَرَبِيَّةِ.,학생들은 아랍어 문법 시험을 (준비한다).
16과,اسْتَأْجَرَ,임대했다,اسْتَأْجَرَ أَحْمَدُ شَقَّةً جَدِيدَةً فِيهَا غُرْفَتَانِ.,아흐마드는 방이 두 개 있는 새 아파트를 (임대했다).
16과,اسْتَعَرْتُ,빌렸다,اسْتَعَرْتُ خَمْسَةَ كُتُبٍ فِي الْمَكْتَبَةِ.,나는 도서관에서 책 다섯 권을 (빌렸다).
16과,يَسْتَخْدِمُ,사용한다,يَسْتَخْدِمُ مَطَارُ إِنْشُون الدَّوْلِيُّ كَثِيرًا مِنَ الْمُسَافِرِينَ.,인천국제공항은 많은 여행객들을 (사용한다 -> 수용한다/다룬다? 문맥상 '많은 여행객들이 이용한다'가 맞음. 동사 형태 주의). (Note: 원문이 'yastakhdimu'라면 '이용한다'의 주체가 공항이 아니라 여행객이어야 함. 예문: 'yastakhdimu al-musāfirūna maṭāra Incheon...' 형태가 일반적. 여기서는 '공항이 많은 여행객을 처리한다'는 의미로 쓰였을 수 있음)
16과,اسْتَفَدْتُ,유익했다,اسْتَفَدْتُ كَثِيرًا مِنَ الْمَعْلُومَاتِ مِنْ قِرَاءَةِ هٰذَا الْكِتَابِ.,나는 이 책을 읽음으로써 정보로부터 많이 (유익했다/혜택을 얻었다).
16과,أَسْتَمْتِعُ,즐긴다,أَسْتَمْتِعُ بِسَمَاعِ الْمُوسِيقَى.,나는 음악 듣기를 (즐긴다).
16과,يَسْتَغْرِقُ,걸린다,يَسْتَغْرِقُ الطَّرِيقُ إِلَى مَدِينَةِ بُوسَان سَاعَتَيْنِ تَقْرِيبًا بِالْقِطَارِ فَائِقِ السُّرْعَةِ.,부산시까지 가는 길은 고속열차로 대략 2시간이 (걸린다/소요된다).
16과,فَائِقِ,고속,بِالْقِطَارِ فَائِقِ السُّرْعَةِ.,(고속/초고속) 열차로.
16과,اسْتَحَقَّ,자격이있다,اسْتَحَقَّ الطَّالِبُ الْجَائِزَةَ.,그는 빚을 질 (자격이 있다/갚아야 한다). (문맥에 따라 다름)
16과,يَسْتَحِقُّ,받을만하다,يَسْتَحِقُّ مُكَافَأَةً.,그는 보상을 (받을 만하다).
16과,مُكَافَأَةً,보상,يَسْتَحِقُّ مُكَافَأَةً.,그는 (보상)을 받을 만하다.
16과,اسْتَغْرَبْتُ,이상하게여겼다,اسْتَغْرَبْتُ تَصَرُّفَاتَهُ.,나는 그의 행동을 (이상하게 여겼다).
16과,تَصَرُّفَاتَهُ,행동,اسْتَغْرَبْتُ تَصَرُّفَاتَهُ.,나는 그의 (행동)을 이상하게 여겼다.
16과,اسْتَمَرَّتِ,계속되었다,اسْتَمَرَّتِ الْحَرْبُ الْكُورِيَّةُ فِي الْفَتْرَةِ مِنْ عَامِ 1950 إِلَى عَامِ 1953.,한국 전쟁은 1950년부터 1953년까지의 기간 동안 (계속되었다).
16과,تَأَسَّسَتْ,설립되었다,تَأَسَّسَتْ جَامِعَةُ هَانْكُوك لِلدِّرَاسَاتِ الْأَجْنَبِيَّةِ فِي سَنَةِ 1954.,한국외국어대학교는 1954년에 (설립되었다).
16과,حَصَلَ,받았다,حَصَلَ نَجِيب مَحْفُوظ عَلَى جَائِزَةِ نُوبِل فِي الْأَدَبِ عَامَ 1988.,나집 마흐푸즈는 1988년에 노벨 문학상을 (받았다).
16과,سَافَرْتُ,여행했다,سَافَرْتُ إِلَى مِصْرَ سَنَةَ 2013.,나는 2013년에 이집트로 (여행했다).
16과,انْتَقَلَتْ,이사했다,انْتَقَلَتْ أُسْرَةُ سَالِمٍ إِلَى الْإِمَارَاتِ عَامَ 2018.,살림의 가족은 2018년에 에미리트로 (이사했다).
17과,مَرْكَزِ,센터,جَاءَتْ مِين جِي إِلَى مَرْكَزِ اللُّغَاتِ بِالْجَامِعَةِ الْأُرْدُنِيَّةِ.,민지는 요르단 대학교 언어 (센터)에 왔다.
17과,الْمُسْتَوَى,과정,دَرَسَتِ اللُّغَةَ الْعَرَبِيَّةَ فِي الْمُسْتَوَى الْمُتَوَسِّطِ.,그녀는 중급 (과정/레벨)에서 아랍어를 공부했다.
17과,الْمُتَوَسِّطِ,중급,دَرَسَتِ اللُّغَةَ الْعَرَبِيَّةَ فِي الْمُسْتَوَى الْمُتَوَسِّطِ.,그녀는 (중급) 과정에서 아랍어를 공부했다.
17과,الْمُتَقَدِّمِ,고급,وَهِيَ الْآنَ فِي الْمُسْتَوَى الْمُتَقَدِّمِ.,그리고 그녀는 지금 (고급) 과정에 있다.
17과,نَفْسِهَا,자신,فَشَعَرَتْ بِسَعَادَةٍ كَبِيرَةٍ فِي نَفْسِهَا.,그녀는 (자신) 안에 큰 행복을 느꼈다.
17과,مَفْرُوشَةٍ,가구가딸린,سَكَنَتْ فِي شَقَّةٍ مَفْرُوشَةٍ.,그녀는 (가구가 딸린) 아파트에 살았다. (수동명사)
17과,عِمَارَةٍ,건물,كَانَتْ تَقَعُ فِي عِمَارَةٍ قَرِيبَةٍ مِنَ الْجَامِعَةِ.,그것은 대학에서 가까운 (건물)에 위치해 있었다.
17과,جِيرَانٍ,이웃,تَعَرَّفَتْ فِيهَا عَلَى جِيرَانٍ كُرَمَاءَ.,그녀는 그곳에서 친절한 (이웃)들을 알게 되었다.
17과,تَتَنَاوَلُ,먹었다,كَانَتْ تَتَنَاوَلُ الطَّعَامَ مَعَهُمْ.,그녀는 그들과 함께 음식을 (먹었다/먹곤 했다).
17과,الثَّقَافَةِ,문화,عَرَفَتْ كَثِيرًا عَنِ الثَّقَافَةِ الْعَرَبِيَّةِ.,그녀는 아랍 (문화)에 대해 많이 알았다.
17과,عَمَّانَ,암만,أَعْجَبَتْهَا الْحَيَاةُ فِي عَمَّانَ.,그녀는 (암만)에서의 생활이 마음에 들었다.
17과,بَرْنَامَجُ,프로그램,أَعْجَبَهَا بَرْنَامَجُ تَدْرِيسِ الْعَرَبِيَّةِ.,그녀는 아랍어 교육 (프로그램)이 마음에 들었다.
17과,الْمُجْتَمَعِ,사회,غَيَّرَتْ رَأْيَهَا عَنِ الْمُجْتَمَعِ الْعَرَبِيِّ.,그것은 아랍 (사회)에 대한 그녀의 견해를 바꾸었다.
17과,طَرِيقَةُ,방식,تَغَيَّرَتْ طَرِيقَةُ تَفْكِيرِهَا عَنِ الْعَالَمِ الْعَرَبِيِّ.,아랍 세계에 대한 그녀의 사고 (방식)이 바뀌었다.
17과,الْقَضَايَا,문제,فَهِمَتِ الْقَضَايَا الْعَرَبِيَّةَ.,그녀는 아랍의 (문제/이슈)들을 이해했다.
17과,مُخْتَلِفًا,다르다,وَجَدَتْ هٰذَا الْعَالَمَ مُخْتَلِفًا عَمَّا كَانَ يُقَالُ عَنْهُ.,그녀는 이 세계가 그것에 대해 말해지던 것과 (다르다)는 것을 발견했다. (능동명사)
17과,الضِّيَافَةِ,환대,عَرَفَتْ فِيهِ الْكَرَ مَ وَحُسْنَ الضِّيَافَةِ.,그녀는 그곳에서 관대함과 훌륭한 (환대)를 알았다.
17과,طَيِّبِينَ,좋은,تَعَرَّفَتْ عَلَى نَاسٍ طَيِّبِينَ.,그녀는 (좋은/착한) 사람들을 알게 되었다.
17과,الذِّكْرَيَاتِ,추억,تَتْرُكُ فِي قَلْبِهَا الذِّكْرَيَاتِ الْجَمِيلَةَ.,그것은 그녀의 마음속에 아름다운 (추억)들을 남긴다.
17과,الْعَامِلُ,근로자,الْعَامِلُ ذَهَبَ إِلَى الْمَصْنَعِ.,그 (근로자)는 공장으로 갔다.
17과,الْمَصْنَعِ,공장,الْعَامِلُ ذَهَبَ إِلَى الْمَصْنَعِ.,그 근로자는 (공장)으로 갔다.
17과,الْكَاتِبَةُ,작가,نَشَرَتِ الْكَاتِبَةُ كِتَابًا جَدِيدًا.,그 (작가)(여)는 새 책을 출판했다.
17과,السَّاكِنَ,거주자,قَابَلَ أَبِي السَّاكِنَ الْجَدِيدَ أَمْسِ.,내 아버지는 어제 새 (거주자)를 만났다.
17과,الزَّائِرِ,방문객,تَكَلَّمْتُ مَعَ الزَّائِرِ.,나는 (방문객)과 이야기했다.
17과,الزَّائِرُ,방문,سَيَصِلُ الْأُسْتَاذُ الزَّائِرُ غَدًا.,(방문) 교수가 내일 도착할 것이다.
17과,سَاكِنٌ,살고,أَنَا سَاكِنٌ فِي بَيْتِ صَدِيقِي.,나는 내 친구 집에 (살고) 있다.
17과,ذَاهِبَةٌ,가는,كَرِيمَةُ ذَاهِبَةٌ إِلَى الْمَدْرَسَةِ.,카리마는 학교에 (가는) 중이다.
17과,غَاضِبٌ,화난,أَنَا غَاضِبٌ مِنْ وَلَدِي.,나는 내 아들에게 (화난) 상태다.
17과,نَاجِحٌ,합격,أَنَا نَاجِحٌ فِي الِامْتِحَانِ.,나는 시험에 (합격)했다.
17과,حَاصِلٌ,취득,هُوَ حَاصِلٌ عَلَى شَهَادَةِ الْمَاجِسْتِير.,그는 석사 학위를 (취득)했다.
17과,مُدَرِّسٌ,선생님,هُوَ مُدَرِّسٌ فِي الْمَدْرَسَةِ الثَّانَوِيَّةِ.,그는 고등학교 (선생님)이다.
17과,مُسَافِرٌ,여행자,أَخِي مُسَافِرٌ إِلَى أُورُوبَّا.,내 형제는 유럽으로 가는 (여행자)이다.
17과,مُتَزَوِّجٌ,기혼,هُوَ رَجُلٌ مُتَزَوِّجٌ.,그는 (기혼) 남성이다.
17과,مُتَحَدِّثٌ,대변인,هُوَ مُتَحَدِّثٌ بِاسْمِ الْحُكُومَةِ.,그는 정부 (대변인)이다.
17과,مُسْتَمِعٌ,청취자,هُوَ مُسْتَمِعٌ جَيِّدٌ.,그는 좋은 (청취자)이다.
17과,مُنْتَشِرٌ,확산,الْمَرَضُ مُنْتَشِرٌ فِي الْمَدِينَةِ.,그 병은 도시에 (확산)되어 있다.
17과,مُتَرْجِمًا,통역사,أَعْمَلُ مُتَرْجِمًا فِي السَّفَارَةِ.,나는 대사관에서 (통역사/번역가)로 일한다.
17과,الْمَكْتُوبَ,쓰인,قَرَأْتُ الْكِتَابَ الْمَكْتُوبَ بِاللُّغَةِ الْإِنْجِلِيزِيَّةِ.,나는 영어로 (쓰인) 책을 읽었다.
17과,مَشْهُورٍ,유명한,تَحَدَّثْتُ مَعَ أُسْتَاذٍ مَشْهُورٍ مِنْ مِصْرَ.,나는 이집트 출신의 (유명한) 교수와 이야기했다.
17과,الْمُفَضَّلَةُ,선호하는,هِوَايَتِي الْمُفَضَّلَةُ قِرَاءَةُ الْكِتَابِ.,내가 (선호하는/좋아하는) 취미는 독서이다.
17과,مُقَدَّمَةً,선,يُعْطِيَنِي دُفْعَةً مُقَدَّمَةً مِنْ رَاتِبِي.,나에게 월급의 (선)지급(가불)을 해준다.
